Player,Action,Destination,Depth,Value,Alpha,Beta,CUT-OFF?
N/A,N/A,N/A,0,-Infinity,-Infinity,Infinity
Confederacy,Paratroop Drop,BC,2,65.0,65.0,93.0
Union,Paratroop Drop,L,3,69.0,65.0,93.0
Confederacy,Paratroop Drop,BC,2,69.0,69.0,93.0
Union,Paratroop Drop,M,3,-24.0,69.0,93.0
Confederacy,Paratroop Drop,BC,2,69.0,69.0,93.0
Union,Paratroop Drop,N,3,21.0,69.0,93.0
Confederacy,Paratroop Drop,BC,2,69.0,69.0,93.0
Union,Paratroop Drop,O,3,15.0,69.0,93.0
Confederacy,Paratroop Drop,BC,2,69.0,69.0,93.0
Union,Paratroop Drop,P,3,33.0,69.0,93.0
Confederacy,Paratroop Drop,BC,2,69.0,69.0,93.0
Union,Paratroop Drop,Q,3,27.0,69.0,93.0
Confederacy,Paratroop Drop,BC,2,69.0,69.0,93.0
Union,Paratroop Drop,R,3,28.0,69.0,93.0
Confederacy,Paratroop Drop,BC,2,69.0,69.0,93.0
Union,Paratroop Drop,S,3,-12.0,69.0,93.0
Confederacy,Paratroop Drop,BC,2,69.0,69.0,93.0
Union,Paratroop Drop,T,3,53.0,69.0,93.0
Confederacy,Paratroop Drop,BC,2,69.0,69.0,93.0
Union,Paratroop Drop,U,3,39.0,69.0,93.0
Confederacy,Paratroop Drop,BC,2,69.0,69.0,93.0
Union,Paratroop Drop,V,3,25.0,69.0,93.0
Confederacy,Paratroop Drop,BC,2,69.0,69.0,93.0
Union,Paratroop Drop,W,3,1.0,69.0,93.0
Confederacy,Paratroop Drop,BC,2,69.0,69.0,93.0
Union,Paratroop Drop,X,3,61.0,69.0,93.0
Confederacy,Paratroop Drop,BC,2,69.0,69.0,93.0
Union,Paratroop Drop,Y,3,-23.0,69.0,93.0
Confederacy,Paratroop Drop,BC,2,69.0,69.0,93.0
Union,Paratroop Drop,Z,3,2.0,69.0,93.0
Confederacy,Paratroop Drop,BC,2,69.0,69.0,93.0
Union,Paratroop Drop,A,1,69.0,-Infinity,69.0
Confederacy,Paratroop Drop,BD,2,-Infinity,-Infinity,69.0
Union,Force March,S,3,24.0,-Infinity,69.0
Confederacy,Paratroop Drop,BD,2,24.0,24.0,69.0
Union,Force March,T,3,89.0,24.0,69.0
Confederacy,Paratroop Drop,BD,2,89.0,89.0,69.0,CUT-OFF
Union,Paratroop Drop,A,1,69.0,-Infinity,69.0
Confederacy,Paratroop Drop,C,2,-Infinity,-Infinity,69.0
Union,Force March,S,3,-15.0,-Infinity,69.0
Confederacy,Paratroop Drop,C,2,-15.0,-15.0,69.0
Union,Force March,T,3,50.0,-15.0,69.0
Confederacy,Paratroop Drop,C,2,50.0,50.0,69.0
Union,Force March,Z,3,-1.0,50.0,69.0
Confederacy,Paratroop Drop,C,2,50.0,50.0,69.0
Union,Paratroop Drop,AA,3,-7.0,50.0,69.0
Confederacy,Paratroop Drop,C,2,50.0,50.0,69.0
Union,Paratroop Drop,AB,3,-31.0,50.0,69.0
Confederacy,Paratroop Drop,C,2,50.0,50.0,69.0
Union,Paratroop Drop,AC,3,24.0,50.0,69.0
Confederacy,Paratroop Drop,C,2,50.0,50.0,69.0
Union,Paratroop Drop,AD,3,-23.0,50.0,69.0
Confederacy,Paratroop Drop,C,2,50.0,50.0,69.0
Union,Paratroop Drop,B,3,9.0,50.0,69.0
Confederacy,Paratroop Drop,C,2,50.0,50.0,69.0
Union,Paratroop Drop,BA,3,-18.0,50.0,69.0
Confederacy,Paratroop Drop,C,2,50.0,50.0,69.0
Union,Paratroop Drop,BB,3,-6.0,50.0,69.0
Confederacy,Paratroop Drop,C,2,50.0,50.0,69.0
Union,Paratroop Drop,BC,3,48.0,50.0,69.0
Confederacy,Paratroop Drop,C,2,50.0,50.0,69.0
Union,Paratroop Drop,BD,3,12.0,50.0,69.0
Confederacy,Paratroop Drop,C,2,50.0,50.0,69.0
Union,Paratroop Drop,D,3,4.0,50.0,69.0
Confederacy,Paratroop Drop,C,2,50.0,50.0,69.0
Union,Paratroop Drop,E,3,23.0,50.0,69.0
Confederacy,Paratroop Drop,C,2,50.0,50.0,69.0
Union,Paratroop Drop,F,3,19.0,50.0,69.0
Confederacy,Paratroop Drop,C,2,50.0,50.0,69.0
Union,Paratroop Drop,G,3,18.0,50.0,69.0
Confederacy,Paratroop Drop,C,2,50.0,50.0,69.0
Union,Paratroop Drop,H,3,11.0,50.0,69.0
Confederacy,Paratroop Drop,C,2,50.0,50.0,69.0
Union,Paratroop Drop,I,3,55.0,50.0,69.0
Confederacy,Paratroop Drop,C,2,55.0,55.0,69.0
Union,Paratroop Drop,J,3,-6.0,55.0,69.0
Confederacy,Paratroop Drop,C,2,55.0,55.0,69.0
Union,Paratroop Drop,K,3,62.0,55.0,69.0
Confederacy,Paratroop Drop,C,2,62.0,62.0,69.0
Union,Paratroop Drop,L,3,66.0,62.0,69.0
Confederacy,Paratroop Drop,C,2,66.0,66.0,69.0
Union,Paratroop Drop,M,3,-27.0,66.0,69.0
Confederacy,Paratroop Drop,C,2,66.0,66.0,69.0
Union,Paratroop Drop,N,3,18.0,66.0,69.0
Confederacy,Paratroop Drop,C,2,66.0,66.0,69.0
Union,Paratroop Drop,O,3,12.0,66.0,69.0
Confederacy,Paratroop Drop,C,2,66.0,66.0,69.0
Union,Paratroop Drop,P,3,30.0,66.0,69.0
Confederacy,Paratroop Drop,C,2,66.0,66.0,69.0
Union,Paratroop Drop,Q,3,24.0,66.0,69.0
Confederacy,Paratroop Drop,C,2,66.0,66.0,69.0
Union,Paratroop Drop,R,3,25.0,66.0,69.0
Confederacy,Paratroop Drop,C,2,66.0,66.0,69.0
Union,Paratroop Drop,S,3,-15.0,66.0,69.0
Confederacy,Paratroop Drop,C,2,66.0,66.0,69.0
Union,Paratroop Drop,T,3,50.0,66.0,69.0
Confederacy,Paratroop Drop,C,2,66.0,66.0,69.0
Union,Paratroop Drop,U,3,36.0,66.0,69.0
Confederacy,Paratroop Drop,C,2,66.0,66.0,69.0
Union,Paratroop Drop,V,3,22.0,66.0,69.0
Confederacy,Paratroop Drop,C,2,66.0,66.0,69.0
Union,Paratroop Drop,W,3,-2.0,66.0,69.0
Confederacy,Paratroop Drop,C,2,66.0,66.0,69.0
Union,Paratroop Drop,X,3,58.0,66.0,69.0
Confederacy,Paratroop Drop,C,2,66.0,66.0,69.0
Union,Paratroop Drop,Y,3,-26.0,66.0,69.0
Confederacy,Paratroop Drop,C,2,66.0,66.0,69.0
Union,Paratroop Drop,Z,3,-1.0,66.0,69.0
Confederacy,Paratroop Drop,C,2,66.0,66.0,69.0
Union,Paratroop Drop,A,1,66.0,-Infinity,66.0
Confederacy,Paratroop Drop,D,2,-Infinity,-Infinity,66.0
Union,Force March,S,3,32.0,-Infinity,66.0
Confederacy,Paratroop Drop,D,2,32.0,32.0,66.0
Union,Force March,T,3,97.0,32.0,66.0
Confederacy,Paratroop Drop,D,2,97.0,97.0,66.0,CUT-OFF
Union,Paratroop Drop,A,1,66.0,-Infinity,66.0
Confederacy,Paratroop Drop,E,2,-Infinity,-Infinity,66.0
Union,Force March,S,3,13.0,-Infinity,66.0
Confederacy,Paratroop Drop,E,2,13.0,13.0,66.0
Union,Force March,T,3,78.0,13.0,66.0
Confederacy,Paratroop Drop,E,2,78.0,78.0,66.0,CUT-OFF
Union,Paratroop Drop,A,1,66.0,-Infinity,66.0
Confederacy,Paratroop Drop,F,2,-Infinity,-Infinity,66.0
Union,Force March,S,3,119.0,-Infinity,66.0
Confederacy,Paratroop Drop,F,2,119.0,119.0,66.0,CUT-OFF
Union,Paratroop Drop,A,1,66.0,-Infinity,66.0
Confederacy,Paratroop Drop,G,2,-Infinity,-Infinity,66.0
Union,Force March,S,3,18.0,-Infinity,66.0
Confederacy,Paratroop Drop,G,2,18.0,18.0,66.0
Union,Force March,T,3,83.0,18.0,66.0
Confederacy,Paratroop Drop,G,2,83.0,83.0,66.0,CUT-OFF
Union,Paratroop Drop,A,1,66.0,-Infinity,66.0
Confederacy,Paratroop Drop,H,2,-Infinity,-Infinity,66.0
Union,Force March,S,3,25.0,-Infinity,66.0
Confederacy,Paratroop Drop,H,2,25.0,25.0,66.0
Union,Force March,T,3,90.0,25.0,66.0
Confederacy,Paratroop Drop,H,2,90.0,90.0,66.0,CUT-OFF
Union,Paratroop Drop,A,1,66.0,-Infinity,66.0
Confederacy,Paratroop Drop,I,2,-Infinity,-Infinity,66.0
Union,Force March,S,3,-19.0,-Infinity,66.0
Confederacy,Paratroop Drop,I,2,-19.0,-19.0,66.0
Union,Force March,T,3,46.0,-19.0,66.0
Confederacy,Paratroop Drop,I,2,46.0,46.0,66.0
Union,Force March,Z,3,-5.0,46.0,66.0
Confederacy,Paratroop Drop,I,2,46.0,46.0,66.0
Union,Paratroop Drop,AA,3,-11.0,46.0,66.0
Confederacy,Paratroop Drop,I,2,46.0,46.0,66.0
Union,Paratroop Drop,AB,3,-35.0,46.0,66.0
Confederacy,Paratroop Drop,I,2,46.0,46.0,66.0
Union,Paratroop Drop,AC,3,20.0,46.0,66.0
Confederacy,Paratroop Drop,I,2,46.0,46.0,66.0
Union,Paratroop Drop,AD,3,-27.0,46.0,66.0
Confederacy,Paratroop Drop,I,2,46.0,46.0,66.0
Union,Paratroop Drop,B,3,5.0,46.0,66.0
Confederacy,Paratroop Drop,I,2,46.0,46.0,66.0
Union,Paratroop Drop,BA,3,-22.0,46.0,66.0
Confederacy,Paratroop Drop,I,2,46.0,46.0,66.0
Union,Paratroop Drop,BB,3,-10.0,46.0,66.0
Confederacy,Paratroop Drop,I,2,46.0,46.0,66.0
Union,Paratroop Drop,BC,3,44.0,46.0,66.0
Confederacy,Paratroop Drop,I,2,46.0,46.0,66.0
Union,Paratroop Drop,BD,3,8.0,46.0,66.0
Confederacy,Paratroop Drop,I,2,46.0,46.0,66.0
Union,Paratroop Drop,C,3,47.0,46.0,66.0
Confederacy,Paratroop Drop,I,2,47.0,47.0,66.0
Union,Paratroop Drop,D,3,0.0,47.0,66.0
Confederacy,Paratroop Drop,I,2,47.0,47.0,66.0
Union,Paratroop Drop,E,3,19.0,47.0,66.0
Confederacy,Paratroop Drop,I,2,47.0,47.0,66.0
Union,Paratroop Drop,F,3,15.0,47.0,66.0
Confederacy,Paratroop Drop,I,2,47.0,47.0,66.0
Union,Paratroop Drop,G,3,14.0,47.0,66.0
Confederacy,Paratroop Drop,I,2,47.0,47.0,66.0
Union,Paratroop Drop,H,3,7.0,47.0,66.0
Confederacy,Paratroop Drop,I,2,47.0,47.0,66.0
Union,Paratroop Drop,J,3,-10.0,47.0,66.0
Confederacy,Paratroop Drop,I,2,47.0,47.0,66.0
Union,Paratroop Drop,K,3,58.0,47.0,66.0
Confederacy,Paratroop Drop,I,2,58.0,58.0,66.0
Union,Paratroop Drop,L,3,62.0,58.0,66.0
Confederacy,Paratroop Drop,I,2,62.0,62.0,66.0
Union,Paratroop Drop,M,3,-31.0,62.0,66.0
Confederacy,Paratroop Drop,I,2,62.0,62.0,66.0
Union,Paratroop Drop,N,3,14.0,62.0,66.0
Confederacy,Paratroop Drop,I,2,62.0,62.0,66.0
Union,Paratroop Drop,O,3,8.0,62.0,66.0
Confederacy,Paratroop Drop,I,2,62.0,62.0,66.0
Union,Paratroop Drop,P,3,26.0,62.0,66.0
Confederacy,Paratroop Drop,I,2,62.0,62.0,66.0
Union,Paratroop Drop,Q,3,20.0,62.0,66.0
Confederacy,Paratroop Drop,I,2,62.0,62.0,66.0
Union,Paratroop Drop,R,3,21.0,62.0,66.0
Confederacy,Paratroop Drop,I,2,62.0,62.0,66.0
Union,Paratroop Drop,S,3,-19.0,62.0,66.0
Confederacy,Paratroop Drop,I,2,62.0,62.0,66.0
Union,Paratroop Drop,T,3,46.0,62.0,66.0
Confederacy,Paratroop Drop,I,2,62.0,62.0,66.0
Union,Paratroop Drop,U,3,32.0,62.0,66.0
Confederacy,Paratroop Drop,I,2,62.0,62.0,66.0
Union,Paratroop Drop,V,3,18.0,62.0,66.0
Confederacy,Paratroop Drop,I,2,62.0,62.0,66.0
Union,Paratroop Drop,W,3,-6.0,62.0,66.0
Confederacy,Paratroop Drop,I,2,62.0,62.0,66.0
Union,Paratroop Drop,X,3,54.0,62.0,66.0
Confederacy,Paratroop Drop,I,2,62.0,62.0,66.0
Union,Paratroop Drop,Y,3,-30.0,62.0,66.0
Confederacy,Paratroop Drop,I,2,62.0,62.0,66.0
Union,Paratroop Drop,Z,3,-5.0,62.0,66.0
Confederacy,Paratroop Drop,I,2,62.0,62.0,66.0
Union,Paratroop Drop,A,1,62.0,-Infinity,62.0
Confederacy,Paratroop Drop,J,2,-Infinity,-Infinity,62.0
Union,Force March,S,3,42.0,-Infinity,62.0
Confederacy,Paratroop Drop,J,2,42.0,42.0,62.0
Union,Force March,T,3,107.0,42.0,62.0
Confederacy,Paratroop Drop,J,2,107.0,107.0,62.0,CUT-OFF
Union,Paratroop Drop,A,1,62.0,-Infinity,62.0
Confederacy,Paratroop Drop,K,2,-Infinity,-Infinity,62.0
Union,Force March,S,3,-26.0,-Infinity,62.0
Confederacy,Paratroop Drop,K,2,-26.0,-26.0,62.0
Union,Force March,T,3,39.0,-26.0,62.0
Confederacy,Paratroop Drop,K,2,39.0,39.0,62.0
Union,Force March,Z,3,-12.0,39.0,62.0
Confederacy,Paratroop Drop,K,2,39.0,39.0,62.0
