Player,Action,Destination,Depth,Value
Union,Force March,M,5,39.0
Confederacy,Force March,B,4,39.0
Union,Paratroop Drop,E,5,37.0
Confederacy,Force March,B,4,39.0
Union,Paratroop Drop,G,5,39.0
Confederacy,Force March,B,4,39.0
Union,Paratroop Drop,L,5,36.0
Confederacy,Force March,B,4,39.0
Union,Paratroop Drop,M,5,39.0
Confederacy,Force March,B,4,39.0
Union,Force March,N,3,39.0
Confederacy,Force March,E,4,-Infinity
Union,Force March,L,5,34.0
Confederacy,Force March,E,4,34.0
Union,Force March,M,5,37.0
Confederacy,Force March,E,4,37.0
Union,Paratroop Drop,B,5,33.0
Confederacy,Force March,E,4,37.0
Union,Paratroop Drop,G,5,37.0
Confederacy,Force March,E,4,37.0
Union,Paratroop Drop,L,5,34.0
Confederacy,Force March,E,4,37.0
Union,Paratroop Drop,M,5,37.0
Confederacy,Force March,E,4,37.0
Union,Force March,N,3,37.0
Confederacy,Paratroop Drop,B,4,-Infinity
Union,Force March,L,5,36.0
Confederacy,Paratroop Drop,B,4,36.0
Union,Force March,M,5,39.0
Confederacy,Paratroop Drop,B,4,39.0
Union,Paratroop Drop,E,5,37.0
Confederacy,Paratroop Drop,B,4,39.0
Union,Paratroop Drop,G,5,39.0
Confederacy,Paratroop Drop,B,4,39.0
Union,Paratroop Drop,L,5,36.0
Confederacy,Paratroop Drop,B,4,39.0
Union,Paratroop Drop,M,5,39.0
Confederacy,Paratroop Drop,B,4,39.0
Union,Force March,N,3,37.0
Confederacy,Paratroop Drop,E,4,-Infinity
Union,Force March,L,5,34.0
Confederacy,Paratroop Drop,E,4,34.0
Union,Force March,M,5,37.0
Confederacy,Paratroop Drop,E,4,37.0
Union,Paratroop Drop,B,5,33.0
Confederacy,Paratroop Drop,E,4,37.0
Union,Paratroop Drop,G,5,37.0
Confederacy,Paratroop Drop,E,4,37.0
Union,Paratroop Drop,L,5,34.0
Confederacy,Paratroop Drop,E,4,37.0
Union,Paratroop Drop,M,5,37.0
Confederacy,Paratroop Drop,E,4,37.0
Union,Force March,N,3,37.0
Confederacy,Paratroop Drop,G,4,-Infinity
Union,Force March,L,5,32.0
Confederacy,Paratroop Drop,G,4,32.0
Union,Force March,M,5,35.0
Confederacy,Paratroop Drop,G,4,35.0
Union,Paratroop Drop,B,5,31.0
Confederacy,Paratroop Drop,G,4,35.0
Union,Paratroop Drop,E,5,33.0
Confederacy,Paratroop Drop,G,4,35.0
Union,Paratroop Drop,L,5,32.0
Confederacy,Paratroop Drop,G,4,35.0
Union,Paratroop Drop,M,5,35.0
Confederacy,Paratroop Drop,G,4,35.0
Union,Force March,N,3,35.0
Confederacy,Paratroop Drop,L,4,-Infinity
Union,Force March,M,5,52.0
Confederacy,Paratroop Drop,L,4,52.0
Union,Paratroop Drop,B,5,34.0
Confederacy,Paratroop Drop,L,4,52.0
Union,Paratroop Drop,E,5,36.0
Confederacy,Paratroop Drop,L,4,52.0
Union,Paratroop Drop,G,5,38.0
Confederacy,Paratroop Drop,L,4,52.0
Union,Paratroop Drop,M,5,38.0
Confederacy,Paratroop Drop,L,4,52.0
Union,Force March,N,3,35.0
Confederacy,Paratroop Drop,M,4,-Infinity
Union,Force March,L,5,52.0
Confederacy,Paratroop Drop,M,4,52.0
Union,Paratroop Drop,B,5,31.0
Confederacy,Paratroop Drop,M,4,52.0
Union,Paratroop Drop,E,5,33.0
Confederacy,Paratroop Drop,M,4,52.0
Union,Paratroop Drop,G,5,35.0
Confederacy,Paratroop Drop,M,4,52.0
Union,Paratroop Drop,L,5,32.0
Confederacy,Paratroop Drop,M,4,52.0
Union,Force March,N,3,35.0
Confederacy,Force March,A,2,35.0
Union,Paratroop Drop,B,3,Infinity
Confederacy,Force March,E,4,-Infinity
Union,Force March,L,5,14.0
Confederacy,Force March,E,4,14.0
Union,Force March,N,5,33.0
Confederacy,Force March,E,4,33.0
Union,Paratroop Drop,G,5,17.0
Confederacy,Force March,E,4,33.0
Union,Paratroop Drop,L,5,14.0
Confederacy,Force March,E,4,33.0
Union,Paratroop Drop,M,5,17.0
Confederacy,Force March,E,4,33.0
Union,Paratroop Drop,N,5,33.0
Confederacy,Force March,E,4,33.0
Union,Paratroop Drop,B,3,33.0
Confederacy,Paratroop Drop,E,4,-Infinity
Union,Force March,L,5,14.0
Confederacy,Paratroop Drop,E,4,14.0
Union,Force March,N,5,33.0
Confederacy,Paratroop Drop,E,4,33.0
Union,Paratroop Drop,G,5,17.0
Confederacy,Paratroop Drop,E,4,33.0
Union,Paratroop Drop,L,5,14.0
Confederacy,Paratroop Drop,E,4,33.0
Union,Paratroop Drop,M,5,17.0
Confederacy,Paratroop Drop,E,4,33.0
Union,Paratroop Drop,N,5,33.0
Confederacy,Paratroop Drop,E,4,33.0
Union,Paratroop Drop,B,3,33.0
Confederacy,Paratroop Drop,G,4,-Infinity
Union,Force March,L,5,12.0
Confederacy,Paratroop Drop,G,4,12.0
Union,Force March,N,5,31.0
Confederacy,Paratroop Drop,G,4,31.0
Union,Paratroop Drop,E,5,13.0
Confederacy,Paratroop Drop,G,4,31.0
Union,Paratroop Drop,L,5,12.0
Confederacy,Paratroop Drop,G,4,31.0
Union,Paratroop Drop,M,5,15.0
Confederacy,Paratroop Drop,G,4,31.0
Union,Paratroop Drop,N,5,31.0
Confederacy,Paratroop Drop,G,4,31.0
Union,Paratroop Drop,B,3,31.0
Confederacy,Paratroop Drop,L,4,-Infinity
Union,Force March,N,5,34.0
Confederacy,Paratroop Drop,L,4,34.0
Union,Paratroop Drop,E,5,16.0
Confederacy,Paratroop Drop,L,4,34.0
Union,Paratroop Drop,G,5,18.0
Confederacy,Paratroop Drop,L,4,34.0
Union,Paratroop Drop,M,5,18.0
Confederacy,Paratroop Drop,L,4,34.0
Union,Paratroop Drop,N,5,34.0
Confederacy,Paratroop Drop,L,4,34.0
Union,Paratroop Drop,B,3,31.0
Confederacy,Paratroop Drop,M,4,-Infinity
Union,Force March,L,5,32.0
Confederacy,Paratroop Drop,M,4,32.0
Union,Force March,N,5,51.0
Confederacy,Paratroop Drop,M,4,51.0
Union,Paratroop Drop,E,5,13.0
Confederacy,Paratroop Drop,M,4,51.0
Union,Paratroop Drop,G,5,15.0
Confederacy,Paratroop Drop,M,4,51.0
Union,Paratroop Drop,L,5,12.0
Confederacy,Paratroop Drop,M,4,51.0
Union,Paratroop Drop,N,5,31.0
Confederacy,Paratroop Drop,M,4,51.0
Union,Paratroop Drop,B,3,31.0
Confederacy,Paratroop Drop,N,4,-Infinity
Union,Force March,L,5,-4.0
Confederacy,Paratroop Drop,N,4,-4.0
Union,Paratroop Drop,E,5,-3.0
Confederacy,Paratroop Drop,N,4,-3.0
Union,Paratroop Drop,G,5,-1.0
Confederacy,Paratroop Drop,N,4,-1.0
Union,Paratroop Drop,L,5,-4.0
Confederacy,Paratroop Drop,N,4,-1.0
Union,Paratroop Drop,M,5,-1.0
Confederacy,Paratroop Drop,N,4,-1.0
Union,Paratroop Drop,B,3,-1.0
Confederacy,Force March,A,2,35.0
Union,Paratroop Drop,E,3,Infinity
Confederacy,Force March,B,4,-Infinity
Union,Force March,G,5,21.0
Confederacy,Force March,B,4,21.0
Union,Force March,L,5,18.0
Confederacy,Force March,B,4,21.0
Union,Force March,N,5,37.0
Confederacy,Force March,B,4,37.0
Union,Paratroop Drop,G,5,21.0
Confederacy,Force March,B,4,37.0
Union,Paratroop Drop,L,5,18.0
Confederacy,Force March,B,4,37.0
Union,Paratroop Drop,M,5,21.0
Confederacy,Force March,B,4,37.0
Union,Paratroop Drop,N,5,37.0
Confederacy,Force March,B,4,37.0
Union,Paratroop Drop,E,3,37.0
Confederacy,Paratroop Drop,B,4,-Infinity
Union,Force March,G,5,21.0
Confederacy,Paratroop Drop,B,4,21.0
Union,Force March,L,5,18.0
Confederacy,Paratroop Drop,B,4,21.0
Union,Force March,N,5,37.0
Confederacy,Paratroop Drop,B,4,37.0
Union,Paratroop Drop,G,5,21.0
Confederacy,Paratroop Drop,B,4,37.0
Union,Paratroop Drop,L,5,18.0
Confederacy,Paratroop Drop,B,4,37.0
Union,Paratroop Drop,M,5,21.0
Confederacy,Paratroop Drop,B,4,37.0
Union,Paratroop Drop,N,5,37.0
Confederacy,Paratroop Drop,B,4,37.0
Union,Paratroop Drop,E,3,37.0
Confederacy,Paratroop Drop,G,4,-Infinity
Union,Force March,L,5,14.0
Confederacy,Paratroop Drop,G,4,14.0
Union,Force March,N,5,33.0
Confederacy,Paratroop Drop,G,4,33.0
Union,Paratroop Drop,B,5,13.0
Confederacy,Paratroop Drop,G,4,33.0
Union,Paratroop Drop,L,5,14.0
Confederacy,Paratroop Drop,G,4,33.0
Union,Paratroop Drop,M,5,17.0
Confederacy,Paratroop Drop,G,4,33.0
Union,Paratroop Drop,N,5,33.0
Confederacy,Paratroop Drop,G,4,33.0
Union,Paratroop Drop,E,3,33.0
Confederacy,Paratroop Drop,L,4,-Infinity
Union,Force March,G,5,20.0
Confederacy,Paratroop Drop,L,4,20.0
Union,Force March,N,5,36.0
Confederacy,Paratroop Drop,L,4,36.0
Union,Paratroop Drop,B,5,16.0
Confederacy,Paratroop Drop,L,4,36.0
Union,Paratroop Drop,G,5,20.0
Confederacy,Paratroop Drop,L,4,36.0
Union,Paratroop Drop,M,5,20.0
Confederacy,Paratroop Drop,L,4,36.0
Union,Paratroop Drop,N,5,36.0
Confederacy,Paratroop Drop,L,4,36.0
Union,Paratroop Drop,E,3,33.0
Confederacy,Paratroop Drop,M,4,-Infinity
Union,Force March,G,5,17.0
Confederacy,Paratroop Drop,M,4,17.0
Union,Force March,L,5,34.0
Confederacy,Paratroop Drop,M,4,34.0
Union,Force March,N,5,53.0
Confederacy,Paratroop Drop,M,4,53.0
Union,Paratroop Drop,B,5,13.0
Confederacy,Paratroop Drop,M,4,53.0
Union,Paratroop Drop,G,5,17.0
Confederacy,Paratroop Drop,M,4,53.0
Union,Paratroop Drop,L,5,14.0
Confederacy,Paratroop Drop,M,4,53.0
Union,Paratroop Drop,N,5,33.0
Confederacy,Paratroop Drop,M,4,53.0
Union,Paratroop Drop,E,3,33.0
Confederacy,Paratroop Drop,N,4,-Infinity
Union,Force March,G,5,1.0
Confederacy,Paratroop Drop,N,4,1.0
Union,Force March,L,5,-2.0
Confederacy,Paratroop Drop,N,4,1.0
Union,Paratroop Drop,B,5,-3.0
Confederacy,Paratroop Drop,N,4,1.0
Union,Paratroop Drop,G,5,1.0
Confederacy,Paratroop Drop,N,4,1.0
Union,Paratroop Drop,L,5,-2.0
Confederacy,Paratroop Drop,N,4,1.0
Union,Paratroop Drop,M,5,1.0
Confederacy,Paratroop Drop,N,4,1.0
Union,Paratroop Drop,E,3,1.0
Confederacy,Force March,A,2,35.0
Union,Paratroop Drop,G,3,Infinity
Confederacy,Force March,B,4,-Infinity
Union,Force March,E,5,37.0
Confederacy,Force March,B,4,37.0
Union,Force March,L,5,20.0
Confederacy,Force March,B,4,37.0
Union,Force March,N,5,39.0
Confederacy,Force March,B,4,39.0
Union,Paratroop Drop,E,5,21.0
Confederacy,Force March,B,4,39.0
Union,Paratroop Drop,L,5,20.0
Confederacy,Force March,B,4,39.0
Union,Paratroop Drop,M,5,23.0
Confederacy,Force March,B,4,39.0
Union,Paratroop Drop,N,5,39.0
Confederacy,Force March,B,4,39.0
Union,Paratroop Drop,G,3,39.0
Confederacy,Force March,E,4,-Infinity
Union,Force March,L,5,-2.0
Confederacy,Force March,E,4,-2.0
Union,Force March,N,5,17.0
Confederacy,Force March,E,4,17.0
Union,Paratroop Drop,B,5,-3.0
Confederacy,Force March,E,4,17.0
Union,Paratroop Drop,L,5,-2.0
Confederacy,Force March,E,4,17.0
Union,Paratroop Drop,M,5,1.0
Confederacy,Force March,E,4,17.0
Union,Paratroop Drop,N,5,17.0
Confederacy,Force March,E,4,17.0
Union,Paratroop Drop,G,3,17.0
Confederacy,Paratroop Drop,B,4,-Infinity
Union,Force March,E,5,37.0
Confederacy,Paratroop Drop,B,4,37.0
Union,Force March,L,5,20.0
Confederacy,Paratroop Drop,B,4,37.0
Union,Force March,N,5,39.0
Confederacy,Paratroop Drop,B,4,39.0
Union,Paratroop Drop,E,5,21.0
Confederacy,Paratroop Drop,B,4,39.0
Union,Paratroop Drop,L,5,20.0
Confederacy,Paratroop Drop,B,4,39.0
Union,Paratroop Drop,M,5,23.0
Confederacy,Paratroop Drop,B,4,39.0
Union,Paratroop Drop,N,5,39.0
Confederacy,Paratroop Drop,B,4,39.0
Union,Paratroop Drop,G,3,17.0
Confederacy,Paratroop Drop,E,4,-Infinity
Union,Force March,L,5,18.0
Confederacy,Paratroop Drop,E,4,18.0
Union,Force March,N,5,37.0
Confederacy,Paratroop Drop,E,4,37.0
Union,Paratroop Drop,B,5,17.0
Confederacy,Paratroop Drop,E,4,37.0
Union,Paratroop Drop,L,5,18.0
Confederacy,Paratroop Drop,E,4,37.0
Union,Paratroop Drop,M,5,21.0
Confederacy,Paratroop Drop,E,4,37.0
Union,Paratroop Drop,N,5,37.0
Confederacy,Paratroop Drop,E,4,37.0
Union,Paratroop Drop,G,3,17.0
Confederacy,Paratroop Drop,L,4,-Infinity
Union,Force March,E,5,36.0
Confederacy,Paratroop Drop,L,4,36.0
Union,Force March,N,5,38.0
Confederacy,Paratroop Drop,L,4,38.0
Union,Paratroop Drop,B,5,18.0
Confederacy,Paratroop Drop,L,4,38.0
Union,Paratroop Drop,E,5,20.0
Confederacy,Paratroop Drop,L,4,38.0
Union,Paratroop Drop,M,5,22.0
Confederacy,Paratroop Drop,L,4,38.0
Union,Paratroop Drop,N,5,38.0
Confederacy,Paratroop Drop,L,4,38.0
Union,Paratroop Drop,G,3,17.0
Confederacy,Paratroop Drop,M,4,-Infinity
Union,Force March,E,5,33.0
Confederacy,Paratroop Drop,M,4,33.0
Union,Force March,L,5,36.0
Confederacy,Paratroop Drop,M,4,36.0
Union,Force March,N,5,55.0
Confederacy,Paratroop Drop,M,4,55.0
Union,Paratroop Drop,B,5,15.0
Confederacy,Paratroop Drop,M,4,55.0
Union,Paratroop Drop,E,5,17.0
Confederacy,Paratroop Drop,M,4,55.0
Union,Paratroop Drop,L,5,16.0
Confederacy,Paratroop Drop,M,4,55.0
Union,Paratroop Drop,N,5,35.0
Confederacy,Paratroop Drop,M,4,55.0
Union,Paratroop Drop,G,3,17.0
Confederacy,Paratroop Drop,N,4,-Infinity
Union,Force March,E,5,17.0
Confederacy,Paratroop Drop,N,4,17.0
Union,Force March,L,5,0.0
Confederacy,Paratroop Drop,N,4,17.0
Union,Paratroop Drop,B,5,-1.0
Confederacy,Paratroop Drop,N,4,17.0
Union,Paratroop Drop,E,5,1.0
Confederacy,Paratroop Drop,N,4,17.0
Union,Paratroop Drop,L,5,0.0
Confederacy,Paratroop Drop,N,4,17.0
Union,Paratroop Drop,M,5,3.0
Confederacy,Paratroop Drop,N,4,17.0
Union,Paratroop Drop,G,3,17.0
Confederacy,Force March,A,2,35.0
Union,Paratroop Drop,L,3,Infinity
Confederacy,Force March,B,4,-Infinity
Union,Force March,M,5,20.0
Confederacy,Force March,B,4,20.0
Union,Force March,N,5,36.0
Confederacy,Force March,B,4,36.0
Union,Paratroop Drop,E,5,18.0
Confederacy,Force March,B,4,36.0
Union,Paratroop Drop,G,5,20.0
Confederacy,Force March,B,4,36.0
Union,Paratroop Drop,M,5,20.0
Confederacy,Force March,B,4,36.0
Union,Paratroop Drop,N,5,36.0
Confederacy,Force March,B,4,36.0
Union,Paratroop Drop,L,3,36.0
Confederacy,Force March,E,4,-Infinity
Union,Force March,M,5,18.0
Confederacy,Force March,E,4,18.0
Union,Force March,N,5,34.0
Confederacy,Force March,E,4,34.0
Union,Paratroop Drop,B,5,14.0
Confederacy,Force March,E,4,34.0
Union,Paratroop Drop,G,5,18.0
Confederacy,Force March,E,4,34.0
Union,Paratroop Drop,M,5,18.0
Confederacy,Force March,E,4,34.0
Union,Paratroop Drop,N,5,34.0
Confederacy,Force March,E,4,34.0
Union,Paratroop Drop,L,3,34.0
Confederacy,Paratroop Drop,B,4,-Infinity
Union,Force March,M,5,20.0
Confederacy,Paratroop Drop,B,4,20.0
Union,Force March,N,5,36.0
Confederacy,Paratroop Drop,B,4,36.0
Union,Paratroop Drop,E,5,18.0
Confederacy,Paratroop Drop,B,4,36.0
Union,Paratroop Drop,G,5,20.0
Confederacy,Paratroop Drop,B,4,36.0
Union,Paratroop Drop,M,5,20.0
Confederacy,Paratroop Drop,B,4,36.0
Union,Paratroop Drop,N,5,36.0
Confederacy,Paratroop Drop,B,4,36.0
Union,Paratroop Drop,L,3,34.0
Confederacy,Paratroop Drop,E,4,-Infinity
Union,Force March,M,5,18.0
Confederacy,Paratroop Drop,E,4,18.0
Union,Force March,N,5,34.0
Confederacy,Paratroop Drop,E,4,34.0
Union,Paratroop Drop,B,5,14.0
Confederacy,Paratroop Drop,E,4,34.0
Union,Paratroop Drop,G,5,18.0
Confederacy,Paratroop Drop,E,4,34.0
Union,Paratroop Drop,M,5,18.0
Confederacy,Paratroop Drop,E,4,34.0
Union,Paratroop Drop,N,5,34.0
Confederacy,Paratroop Drop,E,4,34.0
Union,Paratroop Drop,L,3,34.0
Confederacy,Paratroop Drop,G,4,-Infinity
Union,Force March,M,5,16.0
Confederacy,Paratroop Drop,G,4,16.0
Union,Force March,N,5,32.0
Confederacy,Paratroop Drop,G,4,32.0
Union,Paratroop Drop,B,5,12.0
Confederacy,Paratroop Drop,G,4,32.0
Union,Paratroop Drop,E,5,14.0
Confederacy,Paratroop Drop,G,4,32.0
Union,Paratroop Drop,M,5,16.0
Confederacy,Paratroop Drop,G,4,32.0
Union,Paratroop Drop,N,5,32.0
Confederacy,Paratroop Drop,G,4,32.0
Union,Paratroop Drop,L,3,32.0
Confederacy,Paratroop Drop,M,4,-Infinity
Union,Force March,N,5,52.0
Confederacy,Paratroop Drop,M,4,52.0
Union,Paratroop Drop,B,5,12.0
Confederacy,Paratroop Drop,M,4,52.0
Union,Paratroop Drop,E,5,14.0
Confederacy,Paratroop Drop,M,4,52.0
Union,Paratroop Drop,G,5,16.0
Confederacy,Paratroop Drop,M,4,52.0
Union,Paratroop Drop,N,5,32.0
Confederacy,Paratroop Drop,M,4,52.0
Union,Paratroop Drop,L,3,32.0
Confederacy,Paratroop Drop,N,4,-Infinity
Union,Force March,M,5,52.0
Confederacy,Paratroop Drop,N,4,52.0
Union,Paratroop Drop,B,5,-4.0
Confederacy,Paratroop Drop,N,4,52.0
Union,Paratroop Drop,E,5,-2.0
Confederacy,Paratroop Drop,N,4,52.0
Union,Paratroop Drop,G,5,0.0
Confederacy,Paratroop Drop,N,4,52.0
Union,Paratroop Drop,M,5,0.0
Confederacy,Paratroop Drop,N,4,52.0
Union,Paratroop Drop,L,3,32.0
Confederacy,Force March,A,2,35.0
Union,Paratroop Drop,M,3,Infinity
Confederacy,Force March,B,4,-Infinity
Union,Force March,L,5,20.0
Confederacy,Force March,B,4,20.0
Union,Force March,N,5,39.0
Confederacy,Force March,B,4,39.0
Union,Paratroop Drop,E,5,21.0
Confederacy,Force March,B,4,39.0
Union,Paratroop Drop,G,5,23.0
Confederacy,Force March,B,4,39.0
Union,Paratroop Drop,L,5,20.0
Confederacy,Force March,B,4,39.0
Union,Paratroop Drop,N,5,39.0
Confederacy,Force March,B,4,39.0
Union,Paratroop Drop,M,3,39.0
Confederacy,Force March,E,4,-Infinity
Union,Force March,L,5,18.0
Confederacy,Force March,E,4,18.0
Union,Force March,N,5,37.0
Confederacy,Force March,E,4,37.0
Union,Paratroop Drop,B,5,17.0
Confederacy,Force March,E,4,37.0
Union,Paratroop Drop,G,5,21.0
Confederacy,Force March,E,4,37.0
Union,Paratroop Drop,L,5,18.0
Confederacy,Force March,E,4,37.0
Union,Paratroop Drop,N,5,37.0
Confederacy,Force March,E,4,37.0
Union,Paratroop Drop,M,3,37.0
Confederacy,Paratroop Drop,B,4,-Infinity
Union,Force March,L,5,20.0
Confederacy,Paratroop Drop,B,4,20.0
Union,Force March,N,5,39.0
Confederacy,Paratroop Drop,B,4,39.0
Union,Paratroop Drop,E,5,21.0
Confederacy,Paratroop Drop,B,4,39.0
Union,Paratroop Drop,G,5,23.0
Confederacy,Paratroop Drop,B,4,39.0
Union,Paratroop Drop,L,5,20.0
Confederacy,Paratroop Drop,B,4,39.0
Union,Paratroop Drop,N,5,39.0
Confederacy,Paratroop Drop,B,4,39.0
Union,Paratroop Drop,M,3,37.0
Confederacy,Paratroop Drop,E,4,-Infinity
Union,Force March,L,5,18.0
Confederacy,Paratroop Drop,E,4,18.0
Union,Force March,N,5,37.0
Confederacy,Paratroop Drop,E,4,37.0
Union,Paratroop Drop,B,5,17.0
Confederacy,Paratroop Drop,E,4,37.0
Union,Paratroop Drop,G,5,21.0
Confederacy,Paratroop Drop,E,4,37.0
Union,Paratroop Drop,L,5,18.0
Confederacy,Paratroop Drop,E,4,37.0
Union,Paratroop Drop,N,5,37.0
Confederacy,Paratroop Drop,E,4,37.0
Union,Paratroop Drop,M,3,37.0
Confederacy,Paratroop Drop,G,4,-Infinity
Union,Force March,L,5,16.0
Confederacy,Paratroop Drop,G,4,16.0
Union,Force March,N,5,35.0
Confederacy,Paratroop Drop,G,4,35.0
Union,Paratroop Drop,B,5,15.0
Confederacy,Paratroop Drop,G,4,35.0
Union,Paratroop Drop,E,5,17.0
Confederacy,Paratroop Drop,G,4,35.0
Union,Paratroop Drop,L,5,16.0
Confederacy,Paratroop Drop,G,4,35.0
Union,Paratroop Drop,N,5,35.0
Confederacy,Paratroop Drop,G,4,35.0
Union,Paratroop Drop,M,3,35.0
Confederacy,Paratroop Drop,L,4,-Infinity
Union,Force March,N,5,38.0
Confederacy,Paratroop Drop,L,4,38.0
Union,Paratroop Drop,B,5,18.0
Confederacy,Paratroop Drop,L,4,38.0
Union,Paratroop Drop,E,5,20.0
Confederacy,Paratroop Drop,L,4,38.0
Union,Paratroop Drop,G,5,22.0
Confederacy,Paratroop Drop,L,4,38.0
Union,Paratroop Drop,N,5,38.0
Confederacy,Paratroop Drop,L,4,38.0
Union,Paratroop Drop,M,3,35.0
Confederacy,Paratroop Drop,N,4,-Infinity
Union,Force March,L,5,0.0
Confederacy,Paratroop Drop,N,4,0.0
Union,Paratroop Drop,B,5,-1.0
Confederacy,Paratroop Drop,N,4,0.0
Union,Paratroop Drop,E,5,1.0
Confederacy,Paratroop Drop,N,4,1.0
Union,Paratroop Drop,G,5,3.0
Confederacy,Paratroop Drop,N,4,3.0
Union,Paratroop Drop,L,5,0.0
Confederacy,Paratroop Drop,N,4,3.0
Union,Paratroop Drop,M,3,3.0
Confederacy,Force March,A,2,35.0
Union,Paratroop Drop,N,3,Infinity
Confederacy,Force March,B,4,-Infinity
Union,Force March,L,5,36.0
Confederacy,Force March,B,4,36.0
Union,Force March,M,5,39.0
Confederacy,Force March,B,4,39.0
Union,Paratroop Drop,E,5,37.0
Confederacy,Force March,B,4,39.0
Union,Paratroop Drop,G,5,39.0
Confederacy,Force March,B,4,39.0
Union,Paratroop Drop,L,5,36.0
Confederacy,Force March,B,4,39.0
Union,Paratroop Drop,M,5,39.0
Confederacy,Force March,B,4,39.0
Union,Paratroop Drop,N,3,39.0
Confederacy,Force March,E,4,-Infinity
Union,Force March,L,5,34.0
Confederacy,Force March,E,4,34.0
Union,Force March,M,5,37.0
Confederacy,Force March,E,4,37.0
Union,Paratroop Drop,B,5,33.0
Confederacy,Force March,E,4,37.0
Union,Paratroop Drop,G,5,37.0
Confederacy,Force March,E,4,37.0
Union,Paratroop Drop,L,5,34.0
Confederacy,Force March,E,4,37.0
Union,Paratroop Drop,M,5,37.0
